* Measurement data measured by REW V5.19
* Source: D:\Downloads\Floyd Toole Trained Listeners only.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 22, 2020 9:47:07 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from D:\Downloads\Floyd Toole Trained Listeners only.csv Format: Comma/Tab/Space delimited data 406 values loaded, 20 Hz to 19,672 Hz
* Measurement: Floyd Toole Trained List
* Smoothing: None
* Frequency Step: 0.25000003 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
10429.301 -3.352 0
10429.551 -3.352 0
10429.801 -3.352 0
10430.051 -3.352 0
10430.301 -3.352 0
10430.551 -3.352 0
10430.801 -3.352 0
10431.051 -3.352 0
10431.301 -3.352 0
10431.551 -3.352 0
10431.801 -3.352 0
10432.051 -3.352 0
10432.301 -3.352 0
10432.551 -3.352 0
10432.801 -3.352 0
10433.051 -3.352 0
10433.301 -3.352 0
10433.551 -3.352 0
10433.801 -3.352 0
10434.051 -3.352 0
10434.301 -3.352 0
10434.551 -3.352 0
10434.801 -3.352 0
10435.051 -3.352 0
10435.301 -3.352 0
10435.551 -3.351 0
10435.801 -3.351 0
10436.051 -3.351 0
10436.301 -3.351 0
10436.551 -3.351 0
10436.801 -3.351 0
10437.051 -3.351 0
10437.301 -3.351 0
10437.551 -3.351 0
10437.801 -3.351 0
10438.051 -3.351 0
10438.301 -3.351 0
10438.551 -3.351 0
10438.801 -3.351 0
10439.051 -3.351 0
10439.301 -3.351 0
10439.551 -3.351 0
10439.801 -3.351 0
10440.051 -3.351 0
10440.301 -3.351 0
10440.551 -3.351 0
10440.801 -3.351 0
10441.051 -3.351 0
10441.301 -3.351 0
10441.551 -3.351 0
10441.801 -3.351 0
10442.051 -3.351 0
10442.301 -3.351 0
10442.551 -3.351 0
10442.801 -3.351 0
10443.051 -3.350 0
10443.301 -3.350 0
10443.551 -3.350 0
10443.801 -3.350 0
10444.051 -3.350 0
10444.301 -3.350 0
10444.551 -3.350 0
10444.801 -3.350 0
10445.051 -3.350 0
10445.301 -3.350 0
10445.551 -3.350 0
10445.801 -3.350 0
10446.051 -3.350 0
10446.301 -3.350 0
10446.551 -3.350 0
10446.801 -3.350 0
10447.051 -3.350 0
10447.301 -3.350 0
10447.551 -3.350 0
10447.801 -3.350 0
10448.051 -3.350 0
10448.301 -3.350 0
10448.551 -3.350 0
10448.801 -3.350 0
10449.051 -3.350 0
10449.301 -3.350 0
10449.551 -3.350 0
10449.801 -3.350 0
10450.051 -3.350 0
10450.301 -3.350 0
10450.551 -3.350 0
10450.801 -3.349 0
10451.051 -3.349 0
10451.301 -3.349 0
10451.551 -3.349 0
10451.801 -3.349 0
10452.051 -3.349 0
10452.301 -3.349 0
10452.551 -3.349 0
10452.801 -3.349 0
10453.051 -3.349 0
10453.301 -3.349 0
10453.551 -3.349 0
10453.801 -3.349 0
10454.051 -3.349 0
10454.301 -3.349 0
10454.551 -3.349 0
10454.801 -3.349 0
10455.051 -3.349 0
10455.301 -3.349 0
10455.551 -3.349 0
10455.801 -3.349 0
10456.051 -3.349 0
10456.301 -3.349 0
10456.551 -3.349 0
10456.801 -3.349 0
10457.051 -3.349 0
10457.301 -3.349 0
10457.551 -3.349 0
10457.801 -3.349 0
10458.051 -3.349 0
10458.301 -3.348 0
10458.551 -3.348 0
10458.801 -3.348 0
10459.051 -3.348 0
10459.301 -3.348 0
10459.551 -3.348 0
10459.801 -3.348 0
10460.051 -3.348 0
10460.301 -3.348 0
10460.551 -3.348 0
10460.801 -3.348 0
10461.051 -3.348 0
10461.301 -3.348 0
10461.551 -3.348 0
10461.801 -3.348 0
10462.051 -3.348 0
10462.301 -3.348 0
10462.551 -3.348 0
10462.801 -3.348 0
10463.051 -3.348 0
10463.301 -3.348 0
10463.551 -3.348 0
10463.801 -3.348 0
10464.051 -3.348 0
10464.301 -3.348 0
10464.551 -3.348 0
10464.801 -3.348 0
10465.051 -3.348 0
10465.301 -3.348 0
10465.551 -3.348 0
10465.801 -3.347 0
10466.051 -3.347 0
10466.301 -3.347 0
10466.551 -3.347 0
10466.801 -3.347 0
10467.051 -3.347 0
10467.301 -3.347 0
10467.551 -3.347 0
10467.801 -3.347 0
10468.051 -3.347 0
10468.301 -3.347 0
10468.551 -3.347 0
10468.801 -3.347 0
10469.051 -3.347 0
10469.301 -3.347 0
10469.551 -3.347 0
10469.801 -3.347 0
10470.051 -3.347 0
10470.301 -3.347 0
10470.551 -3.347 0
10470.801 -3.347 0
10471.051 -3.347 0
10471.301 -3.347 0
10471.551 -3.347 0
10471.801 -3.347 0
10472.051 -3.347 0
10472.301 -3.347 0
10472.551 -3.347 0
10472.801 -3.347 0
10473.051 -3.347 0
10473.301 -3.347 0
10473.551 -3.346 0
10473.801 -3.346 0
10474.051 -3.346 0
10474.301 -3.346 0
10474.551 -3.346 0
10474.801 -3.346 0
10475.051 -3.346 0
10475.301 -3.346 0
10475.551 -3.346 0
10475.801 -3.346 0
10476.051 -3.346 0
10476.301 -3.346 0
10476.551 -3.346 0
10476.801 -3.346 0
10477.051 -3.346 0
10477.301 -3.346 0
10477.551 -3.346 0
10477.801 -3.346 0
10478.051 -3.346 0
10478.301 -3.346 0
10478.551 -3.346 0
10478.801 -3.346 0
10479.051 -3.346 0
10479.301 -3.346 0
10479.551 -3.346 0
10479.801 -3.346 0
10480.051 -3.346 0
10480.301 -3.346 0
10480.551 -3.346 0
10480.801 -3.346 0
10481.051 -3.345 0
10481.301 -3.345 0
10481.551 -3.345 0
10481.801 -3.345 0
10482.051 -3.345 0
10482.301 -3.345 0
10482.551 -3.345 0
10482.801 -3.345 0
10483.051 -3.345 0
10483.301 -3.345 0
10483.551 -3.345 0
10483.801 -3.345 0
10484.051 -3.345 0
10484.301 -3.345 0
10484.551 -3.345 0
10484.801 -3.345 0
10485.051 -3.345 0
10485.301 -3.345 0
10485.551 -3.345 0
10485.801 -3.345 0
10486.051 -3.345 0
10486.301 -3.345 0
10486.551 -3.345 0
10486.801 -3.345 0
10487.051 -3.345 0
10487.301 -3.345 0
10487.551 -3.345 0
10487.801 -3.345 0
10488.051 -3.345 0
10488.301 -3.345 0
10488.551 -3.345 0
10488.801 -3.344 0
10489.051 -3.344 0
10489.301 -3.344 0
10489.551 -3.344 0
10489.801 -3.344 0
10490.051 -3.344 0
10490.301 -3.344 0
10490.551 -3.344 0
10490.801 -3.344 0
10491.051 -3.344 0
10491.301 -3.344 0
10491.551 -3.344 0
10491.801 -3.344 0
10492.051 -3.344 0
10492.301 -3.344 0
10492.551 -3.344 0
10492.801 -3.344 0
10493.051 -3.344 0
10493.301 -3.344 0
10493.551 -3.344 0
10493.801 -3.344 0
10494.051 -3.344 0
10494.301 -3.344 0
10494.551 -3.344 0
10494.801 -3.344 0
10495.051 -3.344 0
10495.301 -3.344 0
10495.551 -3.344 0
10495.801 -3.344 0
10496.051 -3.344 0
10496.301 -3.344 0
10496.551 -3.343 0
10496.801 -3.343 0
10497.051 -3.343 0
10497.301 -3.343 0
10497.551 -3.343 0
10497.801 -3.343 0
10498.051 -3.343 0
10498.301 -3.343 0
10498.551 -3.343 0
10498.801 -3.343 0
10499.051 -3.343 0
10499.301 -3.343 0
10499.551 -3.343 0
10499.801 -3.343 0
10500.051 -3.343 0
10500.301 -3.343 0
10500.551 -3.343 0
10500.801 -3.343 0
10501.051 -3.343 0
10501.301 -3.343 0
10501.551 -3.343 0
10501.801 -3.343 0
10502.051 -3.343 0
10502.301 -3.343 0
10502.551 -3.343 0
10502.801 -3.343 0
10503.051 -3.343 0
10503.301 -3.343 0
10503.551 -3.343 0
10503.801 -3.343 0
10504.051 -3.343 0
10504.301 -3.342 0
10504.551 -3.342 0
10504.801 -3.342 0
10505.051 -3.342 0
10505.301 -3.342 0
10505.551 -3.342 0
10505.801 -3.342 0
10506.051 -3.342 0
10506.301 -3.342 0
10506.551 -3.342 0
10506.801 -3.342 0
10507.051 -3.342 0
10507.301 -3.342 0
10507.551 -3.342 0
10507.801 -3.342 0
10508.051 -3.342 0
10508.301 -3.342 0
10508.551 -3.342 0
10508.801 -3.342 0
10509.051 -3.342 0
10509.301 -3.342 0
10509.551 -3.342 0
10509.801 -3.342 0
10510.051 -3.342 0
10510.301 -3.342 0
10510.551 -3.342 0
10510.801 -3.342 0
10511.051 -3.342 0
10511.301 -3.342 0
10511.551 -3.342 0
10511.801 -3.342 0
10512.051 -3.341 0
10512.301 -3.341 0
10512.551 -3.341 0
10512.801 -3.341 0
10513.051 -3.341 0
10513.301 -3.341 0
10513.551 -3.341 0
10513.801 -3.341 0
10514.051 -3.341 0
10514.301 -3.341 0
10514.551 -3.341 0
10514.801 -3.341 0
10515.051 -3.341 0
10515.301 -3.341 0
10515.551 -3.341 0
10515.801 -3.341 0
10516.051 -3.341 0
10516.301 -3.341 0
10516.551 -3.341 0
10516.801 -3.341 0
10517.051 -3.341 0
10517.301 -3.341 0
10517.551 -3.341 0
10517.801 -3.341 0
10518.051 -3.341 0
10518.301 -3.341 0
10518.551 -3.341 0
10518.801 -3.341 0
10519.051 -3.341 0
10519.301 -3.341 0
10519.551 -3.341 0
10519.801 -3.340 0
10520.051 -3.340 0
10520.301 -3.340 0
10520.551 -3.340 0
10520.801 -3.340 0
10521.051 -3.340 0
10521.301 -3.340 0
10521.551 -3.340 0
10521.801 -3.340 0
10522.051 -3.340 0
10522.301 -3.340 0
10522.551 -3.340 0
10522.801 -3.340 0
10523.051 -3.340 0
10523.301 -3.340 0
10523.551 -3.340 0
10523.801 -3.340 0
10524.051 -3.340 0
10524.301 -3.340 0
10524.551 -3.340 0
10524.801 -3.340 0
10525.051 -3.340 0
10525.301 -3.340 0
10525.551 -3.340 0
10525.801 -3.340 0
10526.051 -3.340 0
10526.301 -3.340 0
10526.551 -3.340 0
10526.801 -3.340 0
10527.051 -3.340 0
10527.301 -3.340 0
10527.551 -3.339 0
10527.801 -3.339 0
10528.051 -3.339 0
10528.301 -3.339 0
10528.551 -3.339 0
10528.801 -3.339 0
10529.051 -3.339 0
10529.301 -3.339 0
10529.551 -3.339 0
10529.801 -3.339 0
10530.051 -3.339 0
10530.301 -3.339 0
10530.551 -3.339 0
10530.801 -3.339 0
10531.051 -3.339 0
10531.301 -3.339 0
10531.551 -3.339 0
10531.801 -3.339 0
10532.051 -3.339 0
10532.301 -3.339 0
10532.551 -3.339 0
10532.801 -3.339 0
10533.051 -3.339 0
10533.301 -3.339 0
10533.551 -3.339 0
10533.801 -3.339 0
10534.051 -3.339 0
10534.301 -3.339 0
10534.551 -3.339 0
10534.801 -3.339 0
10535.051 -3.339 0
10535.301 -3.338 0
10535.551 -3.338 0
10535.801 -3.338 0
10536.051 -3.338 0
10536.301 -3.338 0
10536.551 -3.338 0
10536.801 -3.338 0
10537.051 -3.338 0
10537.301 -3.338 0
10537.551 -3.338 0
10537.801 -3.338 0
10538.051 -3.338 0
10538.301 -3.338 0
10538.551 -3.338 0
10538.801 -3.338 0
10539.051 -3.338 0
10539.301 -3.338 0
10539.551 -3.338 0
10539.801 -3.338 0
10540.051 -3.338 0
10540.301 -3.338 0
10540.551 -3.338 0
10540.801 -3.338 0
10541.051 -3.338 0
10541.301 -3.338 0
10541.551 -3.338 0
10541.801 -3.338 0
10542.051 -3.338 0
10542.301 -3.338 0
10542.551 -3.338 0
10542.801 -3.338 0
10543.051 -3.338 0
10543.301 -3.337 0
10543.551 -3.337 0
10543.801 -3.337 0
10544.051 -3.337 0
10544.301 -3.337 0
10544.551 -3.337 0
10544.801 -3.337 0
10545.051 -3.337 0
10545.301 -3.337 0
10545.551 -3.337 0
10545.801 -3.337 0
10546.051 -3.337 0
10546.301 -3.337 0
10546.551 -3.337 0
10546.801 -3.337 0
10547.051 -3.337 0
10547.301 -3.337 0
10547.551 -3.337 0
10547.801 -3.337 0
10548.051 -3.337 0
10548.301 -3.337 0
10548.551 -3.337 0
10548.801 -3.337 0
10549.051 -3.337 0
10549.301 -3.337 0
10549.551 -3.337 0
10549.801 -3.337 0
10550.051 -3.337 0
10550.301 -3.337 0
10550.551 -3.337 0
10550.801 -3.337 0
10551.051 -3.336 0
10551.301 -3.336 0
10551.551 -3.336 0
10551.801 -3.336 0
10552.051 -3.336 0
10552.301 -3.336 0
10552.551 -3.336 0
10552.801 -3.336 0
10553.051 -3.336 0
10553.301 -3.336 0
10553.551 -3.336 0
10553.801 -3.336 0
10554.051 -3.336 0
10554.301 -3.336 0
10554.551 -3.336 0
10554.801 -3.336 0
10555.051 -3.336 0
10555.301 -3.336 0
10555.551 -3.336 0
10555.801 -3.336 0
10556.051 -3.336 0
10556.301 -3.336 0
10556.551 -3.336 0
10556.801 -3.336 0
10557.051 -3.336 0
10557.301 -3.336 0
10557.551 -3.336 0
10557.801 -3.336 0
10558.051 -3.336 0
10558.301 -3.336 0
10558.551 -3.336 0
10558.801 -3.336 0
10559.051 -3.335 0
10559.301 -3.335 0
10559.551 -3.335 0
10559.801 -3.335 0
10560.051 -3.335 0
10560.301 -3.335 0
10560.551 -3.335 0
10560.801 -3.335 0
10561.051 -3.335 0
10561.301 -3.335 0
10561.551 -3.335 0
10561.801 -3.335 0
10562.051 -3.335 0
10562.301 -3.335 0
10562.551 -3.335 0
10562.801 -3.335 0
10563.051 -3.335 0
10563.301 -3.335 0
10563.551 -3.335 0
10563.801 -3.335 0
10564.051 -3.335 0
10564.301 -3.335 0
10564.551 -3.335 0
10564.801 -3.335 0
10565.051 -3.335 0
10565.301 -3.335 0
10565.551 -3.335 0
10565.801 -3.335 0
10566.051 -3.335 0
10566.301 -3.335 0
10566.551 -3.335 0
10566.801 -3.334 0
10567.051 -3.334 0
10567.301 -3.334 0
10567.551 -3.334 0
10567.801 -3.334 0
10568.051 -3.334 0
10568.301 -3.334 0
10568.551 -3.334 0
10568.801 -3.334 0
10569.051 -3.334 0
10569.301 -3.334 0
10569.551 -3.334 0
10569.801 -3.334 0
10570.051 -3.334 0
10570.301 -3.334 0
10570.551 -3.334 0
10570.801 -3.334 0
10571.051 -3.334 0
10571.301 -3.334 0
10571.551 -3.334 0
10571.801 -3.334 0
10572.051 -3.334 0
10572.301 -3.334 0
10572.551 -3.334 0
10572.801 -3.334 0
10573.051 -3.334 0
10573.301 -3.334 0
10573.551 -3.334 0
10573.801 -3.334 0
10574.051 -3.334 0
10574.301 -3.334 0
10574.551 -3.333 0
10574.801 -3.333 0
10575.051 -3.333 0
10575.301 -3.333 0
10575.551 -3.333 0
10575.801 -3.333 0
10576.051 -3.333 0
10576.301 -3.333 0
10576.551 -3.333 0
10576.801 -3.333 0
10577.051 -3.333 0
10577.301 -3.333 0
10577.551 -3.333 0
10577.801 -3.333 0
10578.051 -3.333 0
10578.301 -3.333 0
10578.551 -3.333 0
10578.801 -3.333 0
10579.051 -3.333 0
10579.301 -3.333 0
10579.551 -3.333 0
10579.801 -3.333 0
10580.051 -3.333 0
10580.301 -3.333 0
10580.551 -3.333 0
10580.801 -3.333 0
10581.051 -3.333 0
10581.301 -3.333 0
10581.551 -3.333 0
10581.801 -3.332 0
10582.051 -3.332 0
10582.301 -3.332 0
10582.551 -3.332 0
10582.801 -3.332 0
10583.051 -3.332 0
10583.301 -3.332 0
10583.551 -3.332 0
10583.801 -3.332 0
10584.051 -3.332 0
10584.301 -3.332 0
10584.551 -3.332 0
10584.801 -3.332 0
10585.051 -3.332 0
10585.301 -3.332 0
10585.551 -3.332 0
10585.801 -3.332 0
10586.051 -3.332 0
10586.301 -3.332 0
10586.551 -3.332 0
10586.801 -3.332 0
10587.051 -3.332 0
10587.301 -3.332 0
10587.551 -3.332 0
10587.801 -3.332 0
10588.051 -3.332 0
10588.301 -3.332 0
10588.551 -3.332 0
10588.801 -3.332 0
10589.051 -3.331 0
10589.301 -3.331 0
10589.551 -3.331 0
10589.801 -3.331 0
10590.051 -3.331 0
10590.301 -3.331 0
10590.551 -3.331 0
10590.801 -3.331 0
10591.051 -3.331 0
10591.301 -3.331 0
10591.551 -3.331 0
10591.801 -3.331 0
10592.051 -3.331 0
10592.301 -3.331 0
10592.551 -3.331 0
10592.801 -3.331 0
10593.051 -3.331 0
10593.301 -3.331 0
10593.551 -3.331 0
10593.801 -3.331 0
10594.051 -3.331 0
10594.301 -3.331 0
10594.551 -3.331 0
10594.801 -3.331 0
10595.051 -3.331 0
10595.301 -3.331 0
10595.551 -3.331 0
10595.801 -3.331 0
10596.051 -3.331 0
10596.301 -3.330 0
10596.551 -3.330 0
10596.801 -3.330 0
10597.051 -3.330 0
10597.301 -3.330 0
10597.551 -3.330 0
10597.801 -3.330 0
10598.051 -3.330 0
10598.301 -3.330 0
10598.551 -3.330 0
10598.801 -3.330 0
10599.051 -3.330 0
10599.301 -3.330 0
10599.551 -3.330 0
10599.801 -3.330 0
10600.051 -3.330 0
10600.301 -3.330 0
10600.551 -3.330 0
10600.801 -3.330 0
10601.051 -3.330 0
10601.301 -3.330 0
10601.551 -3.330 0
10601.801 -3.330 0
10602.051 -3.330 0
10602.301 -3.330 0
10602.551 -3.330 0
10602.801 -3.330 0
10603.051 -3.330 0
10603.301 -3.330 0
10603.551 -3.329 0
10603.801 -3.329 0
10604.051 -3.329 0
10604.301 -3.329 0
10604.551 -3.329 0
10604.801 -3.329 0
10605.051 -3.329 0
10605.301 -3.329 0
10605.551 -3.329 0
10605.801 -3.329 0
10606.051 -3.329 0
10606.301 -3.329 0
10606.551 -3.329 0
10606.801 -3.329 0
10607.051 -3.329 0
10607.301 -3.329 0
10607.551 -3.329 0
10607.801 -3.329 0
10608.051 -3.329 0
10608.301 -3.329 0
10608.551 -3.329 0
10608.801 -3.329 0
10609.051 -3.329 0
10609.301 -3.329 0
10609.551 -3.329 0
10609.801 -3.329 0
10610.051 -3.329 0
10610.301 -3.329 0
10610.551 -3.329 0
10610.801 -3.328 0
10611.051 -3.328 0
10611.301 -3.328 0
10611.551 -3.328 0
10611.801 -3.328 0
10612.051 -3.328 0
10612.301 -3.328 0
10612.551 -3.328 0
10612.801 -3.328 0
10613.051 -3.328 0
10613.301 -3.328 0
10613.551 -3.328 0
10613.801 -3.328 0
10614.051 -3.328 0
10614.301 -3.328 0
10614.551 -3.328 0
10614.801 -3.328 0
10615.051 -3.328 0
10615.301 -3.328 0
10615.551 -3.328 0
10615.801 -3.328 0
10616.051 -3.328 0
10616.301 -3.328 0
10616.551 -3.328 0
10616.801 -3.328 0
10617.051 -3.328 0
10617.301 -3.328 0
10617.551 -3.328 0
10617.801 -3.328 0
10618.051 -3.327 0
10618.301 -3.327 0
10618.551 -3.327 0
10618.801 -3.327 0
10619.051 -3.327 0
10619.301 -3.327 0
10619.551 -3.327 0
10619.801 -3.327 0
10620.051 -3.327 0
10620.301 -3.327 0
10620.551 -3.327 0
10620.801 -3.327 0
10621.051 -3.327 0
10621.301 -3.327 0
10621.551 -3.327 0
10621.801 -3.327 0
10622.051 -3.327 0
10622.301 -3.327 0
10622.551 -3.327 0
10622.801 -3.327 0
10623.051 -3.327 0
10623.301 -3.327 0
10623.551 -3.327 0
10623.801 -3.327 0
10624.051 -3.327 0
10624.301 -3.327 0
10624.551 -3.327 0
10624.801 -3.327 0
10625.051 -3.327 0
10625.301 -3.327 0
10625.551 -3.326 0
10625.801 -3.326 0
10626.051 -3.326 0
10626.301 -3.326 0
10626.551 -3.326 0
10626.801 -3.326 0
10627.051 -3.326 0
10627.301 -3.326 0
10627.551 -3.326 0
10627.801 -3.326 0
10628.051 -3.326 0
10628.301 -3.326 0
10628.551 -3.326 0
10628.801 -3.326 0
10629.051 -3.326 0
10629.301 -3.326 0
10629.551 -3.326 0
10629.801 -3.326 0
10630.051 -3.326 0
10630.301 -3.326 0
10630.551 -3.326 0
10630.801 -3.326 0
10631.051 -3.326 0
10631.301 -3.326 0
10631.551 -3.326 0
10631.801 -3.326 0
10632.051 -3.326 0
10632.301 -3.326 0
10632.551 -3.326 0
10632.801 -3.326 0
10633.051 -3.325 0
10633.301 -3.325 0
10633.551 -3.325 0
10633.801 -3.325 0
10634.051 -3.325 0
10634.301 -3.325 0
10634.551 -3.325 0
10634.801 -3.325 0
10635.051 -3.325 0
10635.301 -3.325 0
10635.551 -3.325 0
10635.801 -3.325 0
10636.051 -3.325 0
10636.301 -3.325 0
10636.551 -3.325 0
10636.801 -3.325 0
10637.051 -3.325 0
10637.301 -3.325 0
10637.551 -3.325 0
10637.801 -3.325 0
10638.051 -3.325 0
10638.301 -3.325 0
10638.551 -3.325 0
10638.801 -3.325 0
10639.051 -3.325 0
10639.301 -3.325 0
10639.551 -3.325 0
10639.801 -3.325 0
10640.051 -3.325 0
10640.301 -3.324 0
10640.551 -3.324 0
10640.801 -3.324 0
10641.051 -3.324 0
10641.301 -3.324 0
10641.551 -3.324 0
10641.801 -3.324 0
10642.051 -3.324 0
10642.301 -3.324 0
10642.551 -3.324 0
10642.801 -3.324 0
10643.051 -3.324 0
10643.301 -3.324 0
10643.551 -3.324 0
10643.801 -3.324 0
10644.051 -3.324 0
10644.301 -3.324 0
10644.551 -3.324 0
10644.801 -3.324 0
10645.051 -3.324 0
10645.301 -3.324 0
10645.551 -3.324 0
10645.801 -3.324 0
10646.051 -3.324 0
10646.301 -3.324 0
10646.551 -3.324 0
10646.801 -3.324 0
10647.051 -3.324 0
10647.301 -3.324 0
10647.551 -3.324 0
10647.801 -3.324 0
10648.051 -3.323 0
10648.301 -3.323 0
10648.551 -3.323 0
10648.801 -3.323 0
10649.051 -3.323 0
10649.301 -3.323 0
10649.551 -3.323 0
10649.801 -3.323 0
10650.051 -3.323 0
10650.301 -3.323 0
10650.551 -3.323 0
10650.801 -3.323 0
10651.051 -3.323 0
10651.301 -3.323 0
10651.551 -3.323 0
10651.801 -3.323 0
10652.051 -3.323 0
10652.301 -3.323 0
10652.551 -3.323 0
10652.801 -3.323 0
10653.051 -3.323 0
10653.301 -3.323 0
10653.551 -3.323 0
10653.801 -3.323 0
10654.051 -3.323 0
10654.301 -3.323 0
10654.551 -3.323 0
10654.801 -3.323 0
10655.051 -3.323 0
10655.301 -3.323 0
10655.551 -3.322 0
10655.801 -3.322 0
10656.051 -3.322 0
10656.301 -3.322 0
10656.551 -3.322 0
10656.801 -3.322 0
10657.051 -3.322 0
10657.301 -3.322 0
10657.551 -3.322 0
10657.801 -3.322 0
10658.051 -3.322 0
10658.301 -3.322 0
10658.551 -3.322 0
10658.801 -3.322 0
10659.051 -3.322 0
10659.301 -3.322 0
10659.551 -3.322 0
10659.801 -3.322 0
10660.051 -3.322 0
10660.301 -3.322 0
10660.551 -3.322 0
10660.801 -3.322 0
10661.051 -3.322 0
10661.301 -3.322 0
10661.551 -3.322 0
10661.801 -3.322 0
10662.051 -3.322 0
10662.301 -3.322 0
10662.551 -3.322 0
10662.801 -3.322 0
10663.051 -3.322 0
10663.301 -3.321 0
10663.551 -3.321 0
10663.801 -3.321 0
10664.051 -3.321 0
10664.301 -3.321 0
10664.551 -3.321 0
10664.801 -3.321 0
10665.051 -3.321 0
10665.301 -3.321 0
10665.551 -3.321 0
10665.801 -3.321 0
10666.051 -3.321 0
10666.301 -3.321 0
10666.551 -3.321 0
10666.801 -3.321 0
10667.051 -3.321 0
10667.301 -3.321 0
10667.551 -3.321 0
10667.801 -3.321 0
10668.051 -3.321 0
10668.301 -3.321 0
10668.551 -3.321 0
10668.801 -3.321 0
10669.051 -3.321 0
10669.301 -3.321 0
10669.551 -3.321 0
10669.801 -3.321 0
10670.051 -3.321 0
10670.301 -3.321 0
10670.551 -3.321 0
10670.801 -3.321 0
10671.051 -3.320 0
10671.301 -3.320 0
10671.551 -3.320 0
10671.801 -3.320 0
10672.051 -3.320 0
10672.301 -3.320 0
10672.551 -3.320 0
10672.801 -3.320 0
10673.051 -3.320 0
10673.301 -3.320 0
10673.551 -3.320 0
10673.801 -3.320 0
10674.051 -3.320 0
10674.301 -3.320 0
10674.551 -3.320 0
10674.801 -3.320 0
10675.051 -3.320 0
10675.301 -3.320 0
10675.551 -3.320 0
10675.801 -3.320 0
10676.051 -3.320 0
10676.301 -3.320 0
10676.551 -3.320 0
10676.801 -3.320 0
10677.051 -3.320 0
10677.301 -3.320 0
10677.551 -3.320 0
10677.801 -3.320 0
10678.051 -3.320 0
10678.301 -3.320 0
10678.551 -3.320 0
10678.801 -3.320 0
10679.051 -3.319 0
10679.301 -3.319 0
10679.551 -3.319 0
10679.801 -3.319 0
10680.051 -3.319 0
10680.301 -3.319 0
10680.551 -3.319 0
10680.801 -3.319 0
10681.051 -3.319 0
10681.301 -3.319 0
10681.551 -3.319 0
10681.801 -3.319 0
10682.051 -3.319 0
10682.301 -3.319 0
10682.551 -3.319 0
10682.801 -3.319 0
10683.051 -3.319 0
10683.301 -3.319 0
10683.551 -3.319 0
10683.801 -3.319 0
10684.051 -3.319 0
10684.301 -3.319 0
10684.551 -3.319 0
10684.801 -3.319 0
10685.051 -3.319 0
10685.301 -3.319 0
10685.551 -3.319 0
10685.801 -3.319 0
10686.051 -3.319 0
10686.301 -3.319 0
10686.551 -3.319 0
10686.801 -3.319 0
10687.051 -3.318 0
10687.301 -3.318 0
10687.551 -3.318 0
10687.801 -3.318 0
10688.051 -3.318 0
10688.301 -3.318 0
10688.551 -3.318 0
10688.801 -3.318 0
10689.051 -3.318 0
10689.301 -3.318 0
10689.551 -3.318 0
10689.801 -3.318 0
10690.051 -3.318 0
10690.301 -3.318 0
10690.551 -3.318 0
10690.801 -3.318 0
10691.051 -3.318 0
10691.301 -3.318 0
10691.551 -3.318 0
10691.801 -3.318 0
10692.051 -3.318 0
10692.301 -3.318 0
10692.551 -3.318 0
10692.801 -3.318 0
10693.051 -3.318 0
10693.301 -3.318 0
10693.551 -3.318 0
10693.801 -3.318 0
10694.051 -3.318 0
10694.301 -3.318 0
10694.551 -3.318 0
10694.801 -3.318 0
10695.051 -3.317 0
10695.301 -3.317 0
10695.551 -3.317 0
10695.801 -3.317 0
10696.051 -3.317 0
10696.301 -3.317 0
10696.551 -3.317 0
10696.801 -3.317 0
10697.051 -3.317 0
10697.301 -3.317 0
10697.551 -3.317 0
10697.801 -3.317 0
10698.051 -3.317 0
10698.301 -3.317 0
10698.551 -3.317 0
10698.801 -3.317 0
10699.051 -3.317 0
10699.301 -3.317 0
10699.551 -3.317 0
10699.801 -3.317 0
10700.051 -3.317 0
10700.301 -3.317 0
10700.551 -3.317 0
10700.801 -3.317 0
10701.051 -3.317 0
10701.301 -3.317 0
10701.551 -3.317 0
10701.801 -3.317 0
10702.051 -3.317 0
10702.301 -3.317 0
10702.551 -3.317 0
10702.801 -3.317 0
10703.051 -3.317 0
10703.301 -3.316 0
10703.551 -3.316 0
10703.801 -3.316 0
10704.051 -3.316 0
10704.301 -3.316 0
10704.551 -3.316 0
10704.801 -3.316 0
10705.051 -3.316 0
10705.301 -3.316 0
10705.551 -3.316 0
10705.801 -3.316 0
10706.051 -3.316 0
10706.301 -3.316 0
10706.551 -3.316 0
10706.801 -3.316 0
10707.051 -3.316 0
10707.301 -3.316 0
10707.551 -3.316 0
10707.801 -3.316 0
10708.051 -3.316 0
10708.301 -3.316 0
10708.551 -3.316 0
10708.801 -3.316 0
10709.051 -3.316 0
10709.301 -3.316 0
10709.551 -3.316 0
10709.801 -3.316 0
10710.051 -3.316 0
10710.301 -3.316 0
10710.551 -3.316 0
10710.801 -3.316 0
10711.051 -3.316 0
10711.301 -3.316 0
10711.551 -3.316 0
10711.801 -3.315 0
10712.051 -3.315 0
10712.301 -3.315 0
10712.551 -3.315 0
10712.801 -3.315 0
10713.051 -3.315 0
10713.301 -3.315 0
10713.551 -3.315 0
10713.801 -3.315 0
10714.051 -3.315 0
10714.301 -3.315 0
10714.551 -3.315 0
