* Measurement data measured by REW V5.19
* Source: D:\Downloads\Floyd Toole Trained Listeners only.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 22, 2020 9:47:07 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from D:\Downloads\Floyd Toole Trained Listeners only.csv Format: Comma/Tab/Space delimited data 406 values loaded, 20 Hz to 19,672 Hz
* Measurement: Floyd Toole Trained List
* Smoothing: None
* Frequency Step: 0.25000003 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4229.300 -2.022 0
4229.550 -2.022 0
4229.800 -2.022 0
4230.050 -2.023 0
4230.300 -2.023 0
4230.550 -2.023 0
4230.800 -2.023 0
4231.050 -2.023 0
4231.300 -2.023 0
4231.550 -2.023 0
4231.800 -2.024 0
4232.050 -2.024 0
4232.300 -2.024 0
4232.550 -2.024 0
4232.800 -2.024 0
4233.050 -2.024 0
4233.300 -2.024 0
4233.550 -2.025 0
4233.800 -2.025 0
4234.050 -2.025 0
4234.300 -2.025 0
4234.550 -2.025 0
4234.800 -2.025 0
4235.050 -2.025 0
4235.300 -2.026 0
4235.550 -2.026 0
4235.800 -2.026 0
4236.050 -2.026 0
4236.300 -2.026 0
4236.550 -2.026 0
4236.800 -2.027 0
4237.050 -2.027 0
4237.300 -2.027 0
4237.550 -2.027 0
4237.800 -2.027 0
4238.050 -2.027 0
4238.300 -2.027 0
4238.550 -2.028 0
4238.800 -2.028 0
4239.050 -2.028 0
4239.300 -2.028 0
4239.550 -2.028 0
4239.800 -2.028 0
4240.050 -2.028 0
4240.300 -2.029 0
4240.550 -2.029 0
4240.800 -2.029 0
4241.050 -2.029 0
4241.300 -2.029 0
4241.550 -2.029 0
4241.800 -2.029 0
4242.050 -2.030 0
4242.300 -2.030 0
4242.550 -2.030 0
4242.800 -2.030 0
4243.050 -2.030 0
4243.300 -2.030 0
4243.550 -2.030 0
4243.800 -2.031 0
4244.050 -2.031 0
4244.300 -2.031 0
4244.550 -2.031 0
4244.800 -2.031 0
4245.050 -2.031 0
4245.300 -2.031 0
4245.550 -2.031 0
4245.800 -2.032 0
4246.050 -2.032 0
4246.300 -2.032 0
4246.550 -2.032 0
4246.800 -2.032 0
4247.050 -2.032 0
4247.300 -2.032 0
4247.550 -2.033 0
4247.800 -2.033 0
4248.050 -2.033 0
4248.300 -2.033 0
4248.550 -2.033 0
4248.800 -2.033 0
4249.050 -2.033 0
4249.300 -2.034 0
4249.550 -2.034 0
4249.800 -2.034 0
4250.050 -2.034 0
4250.300 -2.034 0
4250.550 -2.034 0
4250.800 -2.034 0
4251.050 -2.035 0
4251.300 -2.035 0
4251.550 -2.035 0
4251.800 -2.035 0
4252.050 -2.035 0
4252.300 -2.035 0
4252.550 -2.035 0
4252.800 -2.036 0
4253.050 -2.036 0
4253.300 -2.036 0
4253.550 -2.036 0
4253.800 -2.036 0
4254.050 -2.036 0
4254.300 -2.037 0
4254.550 -2.037 0
4254.800 -2.037 0
4255.050 -2.037 0
4255.300 -2.037 0
4255.550 -2.037 0
4255.800 -2.037 0
4256.050 -2.038 0
4256.300 -2.038 0
4256.550 -2.038 0
4256.800 -2.038 0
4257.050 -2.038 0
4257.300 -2.038 0
4257.550 -2.038 0
4257.800 -2.039 0
4258.050 -2.039 0
4258.300 -2.039 0
4258.550 -2.039 0
4258.800 -2.039 0
4259.050 -2.039 0
4259.300 -2.039 0
4259.550 -2.040 0
4259.800 -2.040 0
4260.050 -2.040 0
4260.300 -2.040 0
4260.550 -2.040 0
4260.800 -2.040 0
4261.050 -2.040 0
4261.300 -2.041 0
4261.550 -2.041 0
4261.800 -2.041 0
4262.050 -2.041 0
4262.300 -2.041 0
4262.550 -2.041 0
4262.800 -2.041 0
4263.050 -2.042 0
4263.300 -2.042 0
4263.550 -2.042 0
4263.800 -2.042 0
4264.050 -2.042 0
4264.300 -2.042 0
4264.550 -2.042 0
4264.800 -2.043 0
4265.050 -2.043 0
4265.300 -2.043 0
4265.550 -2.043 0
4265.800 -2.043 0
4266.050 -2.043 0
4266.300 -2.043 0
4266.550 -2.044 0
4266.800 -2.044 0
4267.050 -2.044 0
4267.300 -2.044 0
4267.550 -2.044 0
4267.800 -2.044 0
4268.050 -2.044 0
4268.300 -2.045 0
4268.550 -2.045 0
4268.800 -2.045 0
4269.050 -2.045 0
4269.300 -2.045 0
4269.550 -2.045 0
4269.800 -2.045 0
4270.050 -2.046 0
4270.300 -2.046 0
4270.550 -2.046 0
4270.800 -2.046 0
4271.050 -2.046 0
4271.300 -2.046 0
4271.550 -2.046 0
4271.800 -2.046 0
4272.050 -2.047 0
4272.300 -2.047 0
4272.550 -2.047 0
4272.800 -2.047 0
4273.050 -2.047 0
4273.300 -2.047 0
4273.550 -2.047 0
4273.800 -2.048 0
4274.050 -2.048 0
4274.300 -2.048 0
4274.550 -2.048 0
4274.800 -2.048 0
4275.050 -2.048 0
4275.300 -2.048 0
4275.550 -2.049 0
4275.800 -2.049 0
4276.050 -2.049 0
4276.300 -2.049 0
4276.550 -2.049 0
4276.800 -2.049 0
4277.050 -2.049 0
4277.300 -2.050 0
4277.550 -2.050 0
4277.800 -2.050 0
4278.050 -2.050 0
4278.300 -2.050 0
4278.550 -2.050 0
4278.800 -2.050 0
4279.050 -2.051 0
4279.300 -2.051 0
4279.550 -2.051 0
4279.800 -2.051 0
4280.050 -2.051 0
4280.300 -2.051 0
4280.550 -2.051 0
4280.800 -2.052 0
4281.050 -2.052 0
4281.300 -2.052 0
4281.550 -2.052 0
4281.800 -2.052 0
4282.050 -2.052 0
4282.300 -2.052 0
4282.550 -2.053 0
4282.800 -2.053 0
4283.050 -2.053 0
4283.300 -2.053 0
4283.550 -2.053 0
4283.800 -2.053 0
4284.050 -2.053 0
4284.300 -2.054 0
4284.550 -2.054 0
4284.800 -2.054 0
4285.050 -2.054 0
4285.300 -2.054 0
4285.550 -2.054 0
4285.800 -2.054 0
4286.050 -2.055 0
4286.300 -2.055 0
4286.550 -2.055 0
4286.800 -2.055 0
4287.050 -2.055 0
4287.300 -2.055 0
4287.550 -2.055 0
4287.800 -2.055 0
4288.050 -2.056 0
4288.300 -2.056 0
4288.550 -2.056 0
4288.800 -2.056 0
4289.050 -2.056 0
4289.300 -2.056 0
4289.550 -2.056 0
4289.800 -2.057 0
4290.050 -2.057 0
4290.300 -2.057 0
4290.550 -2.057 0
4290.800 -2.057 0
4291.050 -2.057 0
4291.300 -2.057 0
4291.550 -2.058 0
4291.800 -2.058 0
4292.050 -2.058 0
4292.300 -2.058 0
4292.550 -2.058 0
4292.800 -2.058 0
4293.050 -2.058 0
4293.300 -2.059 0
4293.550 -2.059 0
4293.800 -2.059 0
4294.050 -2.059 0
4294.300 -2.059 0
4294.550 -2.059 0
4294.800 -2.059 0
4295.050 -2.060 0
4295.300 -2.060 0
4295.550 -2.060 0
4295.800 -2.060 0
4296.050 -2.060 0
4296.300 -2.060 0
4296.550 -2.060 0
4296.800 -2.061 0
4297.050 -2.061 0
4297.300 -2.061 0
4297.550 -2.061 0
4297.800 -2.061 0
4298.050 -2.061 0
4298.300 -2.061 0
4298.550 -2.062 0
4298.800 -2.062 0
4299.050 -2.062 0
4299.300 -2.062 0
4299.550 -2.062 0
4299.800 -2.062 0
4300.050 -2.062 0
4300.300 -2.063 0
4300.550 -2.063 0
4300.800 -2.063 0
4301.050 -2.063 0
4301.300 -2.063 0
4301.550 -2.063 0
4301.800 -2.063 0
4302.050 -2.064 0
4302.300 -2.064 0
4302.550 -2.064 0
4302.800 -2.064 0
4303.050 -2.064 0
4303.300 -2.064 0
4303.550 -2.064 0
4303.800 -2.065 0
4304.050 -2.065 0
4304.300 -2.065 0
4304.550 -2.065 0
4304.800 -2.065 0
4305.050 -2.065 0
4305.300 -2.065 0
4305.550 -2.065 0
4305.800 -2.066 0
4306.050 -2.066 0
4306.300 -2.066 0
4306.550 -2.066 0
4306.800 -2.066 0
4307.050 -2.066 0
4307.300 -2.066 0
4307.550 -2.067 0
4307.800 -2.067 0
4308.050 -2.067 0
4308.300 -2.067 0
4308.550 -2.067 0
4308.800 -2.067 0
4309.050 -2.067 0
4309.300 -2.068 0
4309.550 -2.068 0
4309.800 -2.068 0
4310.050 -2.068 0
4310.300 -2.068 0
4310.550 -2.068 0
4310.800 -2.068 0
4311.050 -2.069 0
4311.300 -2.069 0
4311.550 -2.069 0
4311.800 -2.069 0
4312.050 -2.069 0
4312.300 -2.069 0
4312.550 -2.069 0
4312.800 -2.070 0
4313.050 -2.070 0
4313.300 -2.070 0
4313.550 -2.070 0
4313.800 -2.070 0
4314.050 -2.070 0
4314.300 -2.070 0
4314.550 -2.071 0
4314.800 -2.071 0
4315.050 -2.071 0
4315.300 -2.071 0
4315.550 -2.071 0
4315.800 -2.071 0
4316.050 -2.072 0
4316.300 -2.072 0
4316.550 -2.072 0
4316.800 -2.072 0
4317.050 -2.072 0
4317.300 -2.072 0
4317.550 -2.073 0
4317.800 -2.073 0
4318.050 -2.073 0
4318.300 -2.073 0
4318.550 -2.073 0
4318.800 -2.073 0
4319.050 -2.073 0
4319.300 -2.074 0
4319.550 -2.074 0
4319.800 -2.074 0
4320.050 -2.074 0
4320.300 -2.074 0
4320.550 -2.074 0
4320.800 -2.075 0
4321.050 -2.075 0
4321.300 -2.075 0
4321.550 -2.075 0
4321.800 -2.075 0
4322.050 -2.075 0
4322.300 -2.076 0
4322.550 -2.076 0
4322.800 -2.076 0
4323.050 -2.076 0
4323.300 -2.076 0
4323.550 -2.076 0
4323.800 -2.076 0
4324.050 -2.077 0
4324.300 -2.077 0
4324.550 -2.077 0
4324.800 -2.077 0
4325.050 -2.077 0
4325.300 -2.077 0
4325.550 -2.078 0
4325.800 -2.078 0
4326.050 -2.078 0
4326.300 -2.078 0
4326.550 -2.078 0
4326.800 -2.078 0
4327.050 -2.079 0
4327.300 -2.079 0
4327.550 -2.079 0
4327.800 -2.079 0
4328.050 -2.079 0
4328.300 -2.079 0
4328.550 -2.080 0
4328.800 -2.080 0
4329.050 -2.080 0
4329.300 -2.080 0
4329.550 -2.080 0
4329.800 -2.080 0
4330.050 -2.080 0
4330.300 -2.081 0
4330.550 -2.081 0
4330.800 -2.081 0
4331.050 -2.081 0
4331.300 -2.081 0
4331.550 -2.081 0
4331.800 -2.082 0
4332.050 -2.082 0
4332.300 -2.082 0
4332.550 -2.082 0
4332.800 -2.082 0
4333.050 -2.082 0
4333.300 -2.083 0
4333.550 -2.083 0
4333.800 -2.083 0
4334.050 -2.083 0
4334.300 -2.083 0
4334.550 -2.083 0
4334.800 -2.084 0
4335.050 -2.084 0
4335.300 -2.084 0
4335.550 -2.084 0
4335.800 -2.084 0
4336.050 -2.084 0
4336.300 -2.085 0
4336.550 -2.085 0
4336.800 -2.085 0
4337.050 -2.085 0
4337.300 -2.085 0
4337.550 -2.085 0
4337.800 -2.085 0
4338.050 -2.086 0
4338.300 -2.086 0
4338.550 -2.086 0
4338.800 -2.086 0
4339.050 -2.086 0
4339.300 -2.086 0
4339.550 -2.087 0
4339.800 -2.087 0
4340.050 -2.087 0
4340.300 -2.087 0
4340.550 -2.087 0
4340.800 -2.087 0
4341.050 -2.088 0
4341.300 -2.088 0
4341.550 -2.088 0
4341.800 -2.088 0
4342.050 -2.088 0
4342.300 -2.088 0
4342.550 -2.089 0
4342.800 -2.089 0
4343.050 -2.089 0
4343.300 -2.089 0
4343.550 -2.089 0
4343.800 -2.089 0
4344.050 -2.089 0
4344.300 -2.090 0
4344.550 -2.090 0
4344.800 -2.090 0
4345.050 -2.090 0
4345.300 -2.090 0
4345.550 -2.090 0
4345.800 -2.091 0
4346.050 -2.091 0
4346.300 -2.091 0
4346.550 -2.091 0
4346.800 -2.091 0
4347.050 -2.091 0
4347.300 -2.092 0
4347.550 -2.092 0
4347.800 -2.092 0
4348.050 -2.092 0
4348.300 -2.092 0
4348.550 -2.092 0
4348.800 -2.093 0
4349.050 -2.093 0
4349.300 -2.093 0
4349.550 -2.093 0
4349.800 -2.093 0
4350.050 -2.093 0
4350.300 -2.093 0
4350.550 -2.094 0
4350.800 -2.094 0
4351.050 -2.094 0
4351.300 -2.094 0
4351.550 -2.094 0
4351.800 -2.094 0
4352.050 -2.095 0
4352.300 -2.095 0
4352.550 -2.095 0
4352.800 -2.095 0
4353.050 -2.095 0
4353.300 -2.095 0
4353.550 -2.096 0
4353.800 -2.096 0
4354.050 -2.096 0
4354.300 -2.096 0
4354.550 -2.096 0
4354.800 -2.096 0
4355.050 -2.096 0
4355.300 -2.097 0
4355.550 -2.097 0
4355.800 -2.097 0
4356.050 -2.097 0
4356.300 -2.097 0
4356.550 -2.097 0
4356.800 -2.098 0
4357.050 -2.098 0
4357.300 -2.098 0
4357.550 -2.098 0
4357.800 -2.098 0
4358.050 -2.098 0
4358.300 -2.099 0
4358.550 -2.099 0
4358.800 -2.099 0
4359.050 -2.099 0
4359.300 -2.099 0
4359.550 -2.099 0
4359.800 -2.099 0
4360.050 -2.100 0
4360.300 -2.100 0
4360.550 -2.100 0
4360.800 -2.100 0
4361.050 -2.100 0
4361.300 -2.100 0
4361.550 -2.101 0
4361.800 -2.101 0
4362.050 -2.101 0
4362.300 -2.101 0
4362.550 -2.101 0
4362.800 -2.101 0
4363.050 -2.102 0
4363.300 -2.102 0
4363.550 -2.102 0
4363.800 -2.102 0
4364.050 -2.102 0
4364.300 -2.102 0
4364.550 -2.102 0
4364.800 -2.103 0
4365.050 -2.103 0
4365.300 -2.103 0
4365.550 -2.103 0
4365.800 -2.103 0
4366.050 -2.103 0
4366.300 -2.104 0
4366.550 -2.104 0
4366.800 -2.104 0
4367.050 -2.104 0
4367.300 -2.104 0
4367.550 -2.104 0
4367.800 -2.104 0
4368.050 -2.105 0
4368.300 -2.105 0
4368.550 -2.105 0
4368.800 -2.105 0
4369.050 -2.105 0
4369.300 -2.105 0
4369.550 -2.106 0
4369.800 -2.106 0
4370.050 -2.106 0
4370.300 -2.106 0
4370.550 -2.106 0
4370.800 -2.106 0
4371.050 -2.106 0
4371.300 -2.107 0
4371.550 -2.107 0
4371.800 -2.107 0
4372.050 -2.107 0
4372.300 -2.107 0
4372.550 -2.107 0
4372.800 -2.108 0
4373.050 -2.108 0
4373.300 -2.108 0
4373.550 -2.108 0
4373.800 -2.108 0
4374.050 -2.108 0
4374.300 -2.108 0
4374.550 -2.109 0
4374.800 -2.109 0
4375.050 -2.109 0
4375.300 -2.109 0
4375.550 -2.109 0
4375.800 -2.109 0
4376.050 -2.109 0
4376.300 -2.110 0
4376.550 -2.110 0
4376.800 -2.110 0
4377.050 -2.110 0
4377.300 -2.110 0
4377.550 -2.110 0
4377.800 -2.111 0
4378.050 -2.111 0
4378.300 -2.111 0
4378.550 -2.111 0
4378.800 -2.111 0
4379.050 -2.111 0
4379.300 -2.111 0
4379.550 -2.112 0
4379.800 -2.112 0
4380.050 -2.112 0
4380.300 -2.112 0
4380.550 -2.112 0
4380.800 -2.112 0
4381.050 -2.112 0
4381.300 -2.113 0
4381.550 -2.113 0
4381.800 -2.113 0
4382.050 -2.113 0
4382.300 -2.113 0
4382.550 -2.113 0
4382.800 -2.113 0
4383.050 -2.114 0
4383.300 -2.114 0
4383.550 -2.114 0
4383.800 -2.114 0
4384.050 -2.114 0
4384.300 -2.114 0
4384.550 -2.114 0
4384.800 -2.114 0
4385.050 -2.115 0
4385.300 -2.115 0
4385.550 -2.115 0
4385.800 -2.115 0
4386.050 -2.115 0
4386.300 -2.115 0
4386.550 -2.115 0
4386.800 -2.116 0
4387.050 -2.116 0
4387.300 -2.116 0
4387.550 -2.116 0
4387.800 -2.116 0
4388.050 -2.116 0
4388.300 -2.116 0
4388.550 -2.116 0
4388.800 -2.117 0
4389.050 -2.117 0
4389.300 -2.117 0
4389.550 -2.117 0
4389.800 -2.117 0
4390.050 -2.117 0
4390.300 -2.117 0
4390.550 -2.117 0
4390.800 -2.118 0
4391.050 -2.118 0
4391.300 -2.118 0
4391.550 -2.118 0
4391.800 -2.118 0
4392.050 -2.118 0
4392.300 -2.118 0
4392.550 -2.119 0
4392.800 -2.119 0
4393.050 -2.119 0
4393.300 -2.119 0
4393.550 -2.119 0
4393.800 -2.119 0
4394.050 -2.119 0
4394.300 -2.119 0
4394.550 -2.120 0
4394.800 -2.120 0
4395.050 -2.120 0
4395.300 -2.120 0
4395.550 -2.120 0
4395.800 -2.120 0
4396.050 -2.120 0
4396.300 -2.120 0
4396.550 -2.121 0
4396.800 -2.121 0
4397.050 -2.121 0
4397.300 -2.121 0
4397.550 -2.121 0
4397.800 -2.121 0
4398.050 -2.121 0
4398.300 -2.121 0
4398.550 -2.122 0
4398.800 -2.122 0
4399.050 -2.122 0
4399.300 -2.122 0
4399.550 -2.122 0
4399.800 -2.122 0
4400.050 -2.122 0
4400.300 -2.122 0
4400.550 -2.123 0
4400.800 -2.123 0
4401.050 -2.123 0
4401.300 -2.123 0
4401.550 -2.123 0
4401.800 -2.123 0
4402.050 -2.123 0
4402.300 -2.123 0
4402.550 -2.124 0
4402.800 -2.124 0
4403.050 -2.124 0
4403.300 -2.124 0
4403.550 -2.124 0
4403.800 -2.124 0
4404.050 -2.124 0
4404.300 -2.124 0
4404.550 -2.125 0
4404.800 -2.125 0
4405.050 -2.125 0
4405.300 -2.125 0
4405.550 -2.125 0
4405.800 -2.125 0
4406.050 -2.125 0
4406.300 -2.125 0
4406.550 -2.125 0
4406.800 -2.126 0
4407.050 -2.126 0
4407.300 -2.126 0
4407.550 -2.126 0
4407.800 -2.126 0
4408.050 -2.126 0
4408.300 -2.126 0
4408.550 -2.126 0
4408.800 -2.127 0
4409.050 -2.127 0
4409.300 -2.127 0
4409.550 -2.127 0
4409.800 -2.127 0
4410.050 -2.127 0
4410.300 -2.127 0
4410.550 -2.127 0
4410.800 -2.128 0
4411.050 -2.128 0
4411.300 -2.128 0
4411.550 -2.128 0
4411.800 -2.128 0
4412.050 -2.128 0
4412.300 -2.128 0
4412.550 -2.128 0
4412.800 -2.129 0
4413.050 -2.129 0
4413.300 -2.129 0
4413.550 -2.129 0
4413.800 -2.129 0
4414.050 -2.129 0
4414.300 -2.129 0
4414.550 -2.129 0
4414.800 -2.129 0
4415.050 -2.130 0
4415.300 -2.130 0
4415.550 -2.130 0
4415.800 -2.130 0
4416.050 -2.130 0
4416.300 -2.130 0
4416.550 -2.130 0
4416.800 -2.130 0
4417.050 -2.131 0
4417.300 -2.131 0
4417.550 -2.131 0
4417.800 -2.131 0
4418.050 -2.131 0
4418.300 -2.131 0
4418.550 -2.131 0
4418.800 -2.131 0
4419.050 -2.131 0
4419.300 -2.132 0
4419.550 -2.132 0
4419.800 -2.132 0
4420.050 -2.132 0
4420.300 -2.132 0
4420.550 -2.132 0
4420.800 -2.132 0
4421.050 -2.132 0
4421.300 -2.133 0
4421.550 -2.133 0
4421.800 -2.133 0
4422.050 -2.133 0
4422.300 -2.133 0
4422.550 -2.133 0
4422.800 -2.133 0
4423.050 -2.133 0
4423.300 -2.133 0
4423.550 -2.134 0
4423.800 -2.134 0
4424.050 -2.134 0
4424.300 -2.134 0
4424.550 -2.134 0
4424.800 -2.134 0
4425.050 -2.134 0
4425.300 -2.134 0
4425.550 -2.135 0
4425.800 -2.135 0
4426.050 -2.135 0
4426.300 -2.135 0
4426.550 -2.135 0
4426.800 -2.135 0
4427.050 -2.135 0
4427.300 -2.135 0
4427.550 -2.135 0
4427.800 -2.136 0
4428.050 -2.136 0
4428.300 -2.136 0
4428.550 -2.136 0
4428.800 -2.136 0
4429.050 -2.136 0
4429.300 -2.136 0
4429.550 -2.136 0
4429.800 -2.136 0
4430.050 -2.137 0
4430.300 -2.137 0
4430.550 -2.137 0
4430.800 -2.137 0
4431.050 -2.137 0
4431.300 -2.137 0
4431.550 -2.137 0
4431.800 -2.137 0
4432.050 -2.138 0
4432.300 -2.138 0
4432.550 -2.138 0
4432.800 -2.138 0
4433.050 -2.138 0
4433.300 -2.138 0
4433.550 -2.138 0
4433.800 -2.138 0
4434.050 -2.138 0
4434.300 -2.139 0
4434.550 -2.139 0
4434.800 -2.139 0
4435.050 -2.139 0
4435.300 -2.139 0
4435.550 -2.139 0
4435.800 -2.139 0
4436.050 -2.139 0
4436.300 -2.139 0
4436.550 -2.140 0
4436.800 -2.140 0
4437.050 -2.140 0
4437.300 -2.140 0
4437.550 -2.140 0
4437.800 -2.140 0
4438.050 -2.140 0
4438.300 -2.140 0
4438.550 -2.141 0
4438.800 -2.141 0
4439.050 -2.141 0
4439.300 -2.141 0
4439.550 -2.141 0
4439.800 -2.141 0
4440.050 -2.141 0
4440.300 -2.141 0
4440.550 -2.141 0
4440.800 -2.142 0
4441.050 -2.142 0
4441.300 -2.142 0
4441.550 -2.142 0
4441.800 -2.142 0
4442.050 -2.142 0
4442.300 -2.142 0
4442.550 -2.142 0
4442.800 -2.142 0
4443.050 -2.143 0
4443.300 -2.143 0
4443.550 -2.143 0
4443.800 -2.143 0
4444.050 -2.143 0
4444.300 -2.143 0
4444.550 -2.143 0
4444.800 -2.143 0
4445.050 -2.143 0
4445.300 -2.144 0
4445.550 -2.144 0
4445.800 -2.144 0
4446.050 -2.144 0
4446.300 -2.144 0
4446.550 -2.144 0
4446.800 -2.144 0
4447.050 -2.144 0
4447.300 -2.145 0
4447.550 -2.145 0
4447.800 -2.145 0
4448.050 -2.145 0
4448.300 -2.145 0
4448.550 -2.145 0
4448.800 -2.145 0
4449.050 -2.145 0
4449.300 -2.145 0
4449.550 -2.146 0
4449.800 -2.146 0
4450.050 -2.146 0
4450.300 -2.146 0
4450.550 -2.146 0
4450.800 -2.146 0
4451.050 -2.146 0
4451.300 -2.146 0
4451.550 -2.147 0
4451.800 -2.147 0
4452.050 -2.147 0
4452.300 -2.147 0
4452.550 -2.147 0
4452.800 -2.147 0
4453.050 -2.147 0
4453.300 -2.147 0
4453.550 -2.147 0
4453.800 -2.148 0
4454.050 -2.148 0
4454.300 -2.148 0
4454.550 -2.148 0
4454.800 -2.148 0
4455.050 -2.148 0
4455.300 -2.148 0
4455.550 -2.148 0
4455.800 -2.149 0
4456.050 -2.149 0
4456.300 -2.149 0
4456.550 -2.149 0
4456.800 -2.149 0
4457.050 -2.149 0
4457.300 -2.149 0
4457.550 -2.149 0
4457.800 -2.150 0
4458.050 -2.150 0
4458.300 -2.150 0
4458.550 -2.150 0
4458.800 -2.150 0
4459.050 -2.150 0
4459.300 -2.150 0
4459.550 -2.150 0
4459.800 -2.151 0
4460.050 -2.151 0
4460.300 -2.151 0
4460.550 -2.151 0
4460.800 -2.151 0
4461.050 -2.151 0
4461.300 -2.151 0
4461.550 -2.151 0
4461.800 -2.152 0
4462.050 -2.152 0
4462.300 -2.152 0
4462.550 -2.152 0
4462.800 -2.152 0
4463.050 -2.152 0
4463.300 -2.152 0
4463.550 -2.152 0
4463.800 -2.152 0
4464.050 -2.153 0
4464.300 -2.153 0
4464.550 -2.153 0
4464.800 -2.153 0
4465.050 -2.153 0
4465.300 -2.153 0
4465.550 -2.153 0
4465.800 -2.153 0
4466.050 -2.154 0
4466.300 -2.154 0
4466.550 -2.154 0
4466.800 -2.154 0
4467.050 -2.154 0
4467.300 -2.154 0
4467.550 -2.154 0
4467.800 -2.154 0
4468.050 -2.155 0
4468.300 -2.155 0
4468.550 -2.155 0
4468.800 -2.155 0
4469.050 -2.155 0
4469.300 -2.155 0
4469.550 -2.155 0
4469.800 -2.155 0
4470.050 -2.156 0
4470.300 -2.156 0
4470.550 -2.156 0
4470.800 -2.156 0
4471.050 -2.156 0
4471.300 -2.156 0
4471.550 -2.156 0
4471.800 -2.156 0
4472.050 -2.156 0
4472.300 -2.157 0
4472.550 -2.157 0
4472.800 -2.157 0
4473.050 -2.157 0
4473.300 -2.157 0
4473.550 -2.157 0
4473.800 -2.157 0
4474.050 -2.157 0
4474.300 -2.158 0
4474.550 -2.158 0
4474.800 -2.158 0
4475.050 -2.158 0
4475.300 -2.158 0
4475.550 -2.158 0
4475.800 -2.158 0
4476.050 -2.158 0
4476.300 -2.159 0
4476.550 -2.159 0
4476.800 -2.159 0
4477.050 -2.159 0
4477.300 -2.159 0
4477.550 -2.159 0
4477.800 -2.159 0
4478.050 -2.159 0
4478.300 -2.160 0
4478.550 -2.160 0
4478.800 -2.160 0
4479.050 -2.160 0
4479.300 -2.160 0
4479.550 -2.160 0
4479.800 -2.160 0
4480.050 -2.160 0
4480.300 -2.160 0
4480.550 -2.161 0
4480.800 -2.161 0
4481.050 -2.161 0
4481.300 -2.161 0
4481.550 -2.161 0
4481.800 -2.161 0
4482.050 -2.161 0
4482.300 -2.161 0
4482.550 -2.162 0
4482.800 -2.162 0
4483.050 -2.162 0
4483.300 -2.162 0
4483.550 -2.162 0
4483.800 -2.162 0
4484.050 -2.162 0
4484.300 -2.162 0
4484.550 -2.162 0
4484.800 -2.163 0
4485.050 -2.163 0
4485.300 -2.163 0
4485.550 -2.163 0
4485.800 -2.163 0
4486.050 -2.163 0
4486.300 -2.163 0
4486.550 -2.163 0
4486.800 -2.164 0
4487.050 -2.164 0
4487.300 -2.164 0
4487.550 -2.164 0
4487.800 -2.164 0
4488.050 -2.164 0
4488.300 -2.164 0
4488.550 -2.164 0
4488.800 -2.165 0
4489.050 -2.165 0
4489.300 -2.165 0
4489.550 -2.165 0
4489.800 -2.165 0
4490.050 -2.165 0
4490.300 -2.165 0
4490.550 -2.165 0
4490.800 -2.165 0
4491.050 -2.166 0
4491.300 -2.166 0
4491.550 -2.166 0
4491.800 -2.166 0
4492.050 -2.166 0
4492.300 -2.166 0
4492.550 -2.166 0
4492.800 -2.166 0
4493.050 -2.167 0
4493.300 -2.167 0
4493.550 -2.167 0
4493.800 -2.167 0
4494.050 -2.167 0
4494.300 -2.167 0
4494.550 -2.167 0
4494.800 -2.167 0
4495.050 -2.167 0
4495.300 -2.168 0
4495.550 -2.168 0
4495.800 -2.168 0
4496.050 -2.168 0
4496.300 -2.168 0
4496.550 -2.168 0
4496.800 -2.168 0
4497.050 -2.168 0
4497.300 -2.169 0
4497.550 -2.169 0
4497.800 -2.169 0
4498.050 -2.169 0
4498.300 -2.169 0
4498.550 -2.169 0
4498.800 -2.169 0
4499.050 -2.169 0
4499.300 -2.169 0
4499.550 -2.170 0
4499.800 -2.170 0
4500.050 -2.170 0
4500.300 -2.170 0
4500.550 -2.170 0
4500.800 -2.170 0
4501.050 -2.170 0
4501.300 -2.170 0
4501.550 -2.171 0
4501.800 -2.171 0
4502.050 -2.171 0
4502.300 -2.171 0
4502.550 -2.171 0
4502.800 -2.171 0
4503.050 -2.171 0
4503.300 -2.171 0
4503.550 -2.171 0
4503.800 -2.172 0
4504.050 -2.172 0
4504.300 -2.172 0
4504.550 -2.172 0
4504.800 -2.172 0
4505.050 -2.172 0
4505.300 -2.172 0
4505.550 -2.172 0
4505.800 -2.172 0
4506.050 -2.173 0
4506.300 -2.173 0
4506.550 -2.173 0
4506.800 -2.173 0
4507.050 -2.173 0
4507.300 -2.173 0
4507.550 -2.173 0
4507.800 -2.173 0
4508.050 -2.174 0
4508.300 -2.174 0
4508.550 -2.174 0
4508.800 -2.174 0
4509.050 -2.174 0
4509.300 -2.174 0
4509.550 -2.174 0
4509.800 -2.174 0
4510.050 -2.174 0
4510.300 -2.175 0
4510.550 -2.175 0
4510.800 -2.175 0
4511.050 -2.175 0
4511.300 -2.175 0
4511.550 -2.175 0
4511.800 -2.175 0
4512.050 -2.175 0
4512.300 -2.175 0
4512.550 -2.176 0
4512.800 -2.176 0
4513.050 -2.176 0
4513.300 -2.176 0
4513.550 -2.176 0
4513.800 -2.176 0
4514.050 -2.176 0
4514.300 -2.176 0
4514.550 -2.176 0
